Time Stamp,Energy Output (kWh),Global Horizontal Irradiance GHI,Direct Normal Irradiance Dni,Diffuse Horizontal Irradiance DHI,Air Temperature,Wind Direction At 3 Meter,Wind Speed At 3 Meter,Relative Humidity,Barometric Pressure,Source,Region
2014-10-01 00:00:00+03:00,1313.1072,5960.0,5783.0,1927.0,31.3,218.0,3.1,66.1,1008.3,Saline Water Conversion Corporation (Farasan) Station,South
2014-11-01 00:00:00+03:00,1195.01568,5424.0,6517.0,1377.0,25.4,52.0,2.1,45.3,895.0,Tuhamat Qahtan Technical Institute,South
2014-11-01 00:00:00+03:00,1303.1928,5915.0,7766.0,1232.0,21.9,89.0,1.8,29.7,885.0,Najran University Station,South
2014-11-01 00:00:00+03:00,1290.19392,5856.0,7836.0,1199.0,24.8,59.0,3.5,26.6,932.9,Sharurah Technical Institute,South
2014-11-01 00:00:00+03:00,1068.99264,4852.0,4549.0,2007.0,29.5,172.0,3.4,68.9,1010.1,Saline Water Conversion Corporation (Farasan) Station,South
2014-11-01 00:00:00+03:00,1094.10912,4966.0,4926.0,1841.0,29.4,233.0,3.0,68.1,1011.6,Jazan University Station,South
2014-12-01 00:00:00+03:00,1041.2323199999998,4726.0,4932.0,1777.0,27.1,198.0,3.1,72.7,1013.7,Jazan University Station,South
2014-12-01 00:00:00+03:00,1230.70752,5586.0,8126.0,1077.0,17.6,109.0,1.6,34.8,887.1,Najran University Station,South
2014-12-01 00:00:00+03:00,1009.5062399999998,4582.0,4329.0,2001.0,27.2,153.0,3.6,74.2,1012.6,Saline Water Conversion Corporation (Farasan) Station,South
2014-12-01 00:00:00+03:00,1140.81696,5178.0,7132.0,1062.0,23.5,35.0,2.1,45.1,896.1,Tuhamat Qahtan Technical Institute,South
2014-12-01 00:00:00+03:00,1222.3353599999998,5548.0,8182.0,1012.0,19.6,50.0,3.2,34.5,936.0,Sharurah Technical Institute,South
2015-01-01 00:00:00+03:00,936.58032,4251.0,3147.0,2337.0,25.8,186.0,4.0,75.1,1013.5,Saline Water Conversion Corporation (Farasan) Station,South
2015-01-01 00:00:00+03:00,1261.77264,5727.0,7263.0,1552.0,17.2,94.0,1.8,26.2,886.3,Najran University Station,South
2015-01-01 00:00:00+03:00,1127.1571199999998,5116.0,5657.0,1662.0,22.6,50.0,2.1,51.2,896.2,Tuhamat Qahtan Technical Institute,South
2015-01-01 00:00:00+03:00,1245.46896,5653.0,7365.0,1433.0,18.3,54.0,3.0,26.7,935.5,Sharurah Technical Institute,South
2015-01-01 00:00:00+03:00,1002.23568,4549.0,3680.0,2252.0,26.0,238.0,3.4,71.7,1014.2,Jazan University Station,South
2015-02-01 00:00:00+03:00,1212.42096,5503.0,4557.0,2446.0,26.1,164.0,3.5,76.0,1010.8,Saline Water Conversion Corporation (Farasan) Station,South
2015-02-01 00:00:00+03:00,1440.0115199999998,6536.0,7599.0,1805.0,24.0,98.0,3.9,18.1,931.2,Sharurah Technical Institute,South
2015-02-01 00:00:00+03:00,1191.49056,5408.0,4508.0,2387.0,26.0,236.0,3.0,76.2,1011.5,Jazan University Station,South
2015-02-01 00:00:00+03:00,1322.80128,6004.0,6522.0,1732.0,24.9,52.0,2.2,47.7,894.1,Tuhamat Qahtan Technical Institute,South
2015-02-01 00:00:00+03:00,1452.34944,6592.0,7292.0,1958.0,22.8,86.0,2.0,17.6,883.3,Najran University Station,South
2015-03-01 00:00:00+03:00,1492.44768,6774.0,5747.0,2608.0,25.4,75.0,2.1,28.4,883.1,Najran University Station,South
2015-03-01 00:00:00+03:00,1338.2236799999998,6074.0,4378.0,2817.0,28.4,222.0,3.2,70.2,1009.8,Jazan University Station,South
2015-03-01 00:00:00+03:00,1365.984,6200.0,4760.0,2690.0,27.7,151.0,3.7,74.7,1009.2,Saline Water Conversion Corporation (Farasan) Station,South
2015-03-01 00:00:00+03:00,1407.62448,6389.0,5442.0,2324.0,27.4,62.0,2.3,41.7,893.8,Tuhamat Qahtan Technical Institute,South
2015-03-01 00:00:00+03:00,1505.8871999999997,6835.0,5835.0,2672.0,27.7,97.0,3.9,24.7,930.5,Sharurah Technical Institute,South
2015-04-01 00:00:00+03:00,1401.45552,6361.0,3455.0,3587.0,30.0,235.0,3.4,67.7,1008.2,Saline Water Conversion Corporation (Farasan) Station,South
2015-04-01 00:00:00+03:00,1542.24,7000.0,4807.0,3340.0,31.0,67.0,3.9,15.3,929.2,Sharurah Technical Institute,South
2015-04-01 00:00:00+03:00,1472.39856,6683.0,4149.0,3392.0,29.1,58.0,2.4,37.2,893.0,Tuhamat Qahtan Technical Institute,South
2015-04-01 00:00:00+03:00,1569.78,7125.0,4590.0,3604.0,27.9,84.0,2.1,16.5,882.5,Najran University Station,South
2015-04-01 00:00:00+03:00,1370.3904,6220.0,3193.0,3553.0,29.8,278.0,3.2,68.9,1008.8,Jazan University Station,South
2015-05-01 00:00:00+03:00,1507.2091200000002,6841.0,5331.0,2592.0,30.0,59.0,2.1,47.2,891.9,Tuhamat Qahtan Technical Institute,South
2015-05-01 00:00:00+03:00,1659.45024,7532.0,5866.0,2938.0,30.9,57.0,2.3,22.1,880.9,Najran University Station,South
2015-05-01 00:00:00+03:00,1484.9568000000002,6740.0,4683.0,2957.0,32.3,259.0,3.2,66.1,1006.4,Jazan University Station,South
2015-05-01 00:00:00+03:00,1496.63376,6793.0,4992.0,2831.0,32.9,205.0,3.2,64.4,1005.7,Saline Water Conversion Corporation (Farasan) Station,South
2015-05-01 00:00:00+03:00,1643.5871999999997,7460.0,5968.0,2872.0,34.1,82.0,4.0,20.1,927.0,Sharurah Technical Institute,South
2015-06-01 00:00:00+03:00,1641.60432,7451.0,4622.0,3778.0,35.6,16.0,3.3,10.3,923.6,Sharurah Technical Institute,South
2015-06-01 00:00:00+03:00,1682.80416,7638.0,5135.0,3605.0,32.9,359.0,2.4,10.9,878.4,Najran University Station,South
2015-06-01 00:00:00+03:00,1506.5481599999998,6838.0,4229.0,3384.0,32.2,60.0,2.4,32.7,889.8,Tuhamat Qahtan Technical Institute,South
2015-06-01 00:00:00+03:00,1416.87792,6431.0,3368.0,3502.0,33.5,272.0,3.8,66.0,1003.0,Saline Water Conversion Corporation (Farasan) Station,South
2015-06-01 00:00:00+03:00,1417.5388799999998,6434.0,,,32.9,280.0,3.4,66.6,1003.8,Jazan University Station,South
2015-07-01 00:00:00+03:00,1419.52176,6443.0,3498.0,3476.0,34.1,282.0,4.6,61.3,1001.7,Saline Water Conversion Corporation (Farasan) Station,South
2015-07-01 00:00:00+03:00,1280.0592,5810.0,2542.0,3694.0,32.7,62.0,2.2,36.5,888.8,Tuhamat Qahtan Technical Institute,South
2015-07-01 00:00:00+03:00,1594.23552,7236.0,4272.0,3859.0,34.4,353.0,2.6,10.5,876.9,Najran University Station,South
2015-07-01 00:00:00+03:00,1641.3839999999998,7450.0,4648.0,3754.0,36.5,351.0,3.4,10.9,921.7,Sharurah Technical Institute,South
2015-07-01 00:00:00+03:00,1343.29104,6097.0,2752.0,3789.0,33.2,274.0,3.6,63.9,1002.4,Jazan University Station,South
2015-08-01 00:00:00+03:00,1308.92112,5941.0,2899.0,3519.0,34.6,259.0,3.7,65.8,1002.3,Saline Water Conversion Corporation (Farasan) Station,South
2015-08-01 00:00:00+03:00,1281.82176,5818.0,3394.0,3072.0,30.8,56.0,2.1,47.1,889.7,Tuhamat Qahtan Technical Institute,South
2015-08-01 00:00:00+03:00,1283.14368,5824.0,2742.0,3508.0,33.6,272.0,3.4,64.8,1003.2,Jazan University Station,South
2015-08-01 00:00:00+03:00,1569.33936,7123.0,5447.0,2908.0,36.3,82.0,4.1,18.7,922.8,Sharurah Technical Institute,South
2015-08-01 00:00:00+03:00,1583.21952,7186.0,5304.0,3076.0,33.5,17.0,2.3,15.2,877.7,Najran University Station,South
2015-09-01 00:00:00+03:00,1361.13696,6178.0,4543.0,2652.0,34.0,236.0,3.0,70.0,1004.8,Saline Water Conversion Corporation (Farasan) Station,South
2015-09-01 00:00:00+03:00,1615.16592,7331.0,6803.0,2302.0,30.8,46.0,2.1,14.7,880.8,Najran University Station,South
2015-09-01 00:00:00+03:00,1429.65648,6489.0,5670.0,2217.0,31.3,59.0,2.3,39.5,891.4,Tuhamat Qahtan Technical Institute,South
2015-09-01 00:00:00+03:00,1366.64496,6203.0,4484.0,2672.0,32.9,296.0,2.8,68.9,1005.7,Jazan University Station,South
2015-09-01 00:00:00+03:00,1608.55632,7301.0,7143.0,2100.0,33.9,52.0,3.5,14.4,926.6,Sharurah Technical Institute,South
2015-10-01 00:00:00+03:00,1280.27952,5811.0,5275.0,2097.0,32.8,192.0,3.1,67.9,1008.2,Saline Water Conversion Corporation (Farasan) Station,South
2015-10-01 00:00:00+03:00,1481.652,6725.0,7429.0,1752.0,26.6,72.0,1.9,21.2,884.1,Najran University Station,South
2015-10-01 00:00:00+03:00,1267.72128,5754.0,5197.0,2062.0,31.8,300.0,2.2,67.7,1009.0,Jazan University Station,South
2015-10-01 00:00:00+03:00,1454.77296,6603.0,7386.0,1659.0,30.0,55.0,3.5,20.5,930.7,Sharurah Technical Institute,South
2015-10-01 00:00:00+03:00,1382.9486399999998,6277.0,6771.0,1624.0,29.5,275.0,2.5,32.7,894.0,Tuhamat Qahtan Technical Institute,South
2015-11-01 00:00:00+03:00,1250.97696,5678.0,7224.0,1389.0,25.6,62.0,3.8,35.1,932.1,Sharurah Technical Institute,South
2015-11-01 00:00:00+03:00,1205.1504,5470.0,6612.0,1347.0,26.2,28.0,2.2,47.7,894.3,Tuhamat Qahtan Technical Institute,South
2015-11-01 00:00:00+03:00,1061.28144,4817.0,4520.0,1926.0,29.6,285.0,2.8,70.9,1010.5,Jazan University Station,South
2015-11-01 00:00:00+03:00,1054.89216,4788.0,4197.0,2142.0,30.2,171.0,3.2,73.5,1009.4,Saline Water Conversion Corporation (Farasan) Station,South
